filename,status,before_duration_s,after_duration_s,duration_change_s,before_lufs,after_lufs,lufs_change,before_peak_db,after_peak_db,peak_change_db,gain_applied_db,was_cropped,was_removed,error
Tito Rodríguez - Mango Del Monte.mp3,processed,29.99,29.00,-0.99,-19.5,-17.1,2.4,-3.46,-0.77,2.69,2.4,yes,no,
Tito Rodríguez - Me Lo Dijo Adela.mp3,processed,29.99,29.00,-0.99,-16.6,-16.2,0.3,-1.36,-0.93,0.43,0.3,yes,no,
Tito Rodríguez Y Su Orquesta - El Tirabuzón.mp3,processed,29.99,29.00,-0.99,-10.3,-15.8,-5.4,0.31,-4.55,-4.87,-5.4,yes,no,
Toby Emerson - Rapture (Toby Emerson Dub).mp3,processed,29.99,29.00,-0.99,-11.7,-15.8,-4.1,0.16,-3.41,-3.57,-4.1,yes,no,
Toby Love - Happy Valentine's (Album Version).mp3,processed,29.99,29.00,-0.99,-11.1,-15.8,-4.7,1.91,-2.88,-4.79,-4.7,yes,no,
Toby Love - Irreplaceable (Album Version).mp3,processed,29.99,29.00,-0.99,-12.1,-15.8,-3.7,1.65,-1.93,-3.58,-3.7,yes,no,
Toby Love - Tengo Un Amor (feat. Rakim & Ken-Y) (Remix Version).mp3,processed,29.99,29.00,-0.99,-13.0,-15.8,-2.8,0.53,-2.43,-2.97,-2.8,yes,no,
Toby Love - We Got It (Cadillac) (feat. Julio Voltio) (Album Version).mp3,processed,29.99,29.00,-0.99,-13.0,-15.8,-2.8,0.53,-1.70,-2.23,-2.8,yes,no,
Toby Love - Yo Quiero Saber (feat. Girlz Talk) (Album Version).mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-2.0,0.80,-0.97,-1.77,-2.0,yes,no,
Tokio Hotel - Screamin'.mp3,processed,29.99,29.00,-0.99,-10.1,-15.8,-5.7,0.24,-4.92,-5.17,-5.7,yes,no,
Tom Barabas - Canon in D.mp3,processed,29.99,29.00,-0.99,-19.3,-18.7,0.6,-1.75,-1.03,0.72,0.6,yes,no,
Tom Barabas - Melodioso.mp3,processed,29.99,29.00,-0.99,-18.7,-15.8,2.9,-3.60,-1.22,2.39,2.9,yes,no,
Tom Barabas - More Than Words.mp3,processed,29.99,29.00,-0.99,-20.1,-17.5,2.6,-3.58,-0.74,2.84,2.6,yes,no,
Tom Barabas - Shades of Love.mp3,processed,29.99,29.00,-0.99,-18.0,-16.8,1.1,-2.22,-1.10,1.12,1.1,yes,no,
Tom Cochrane - Revelations_ Visions In A Dream.mp3,processed,29.99,29.00,-0.99,-20.5,-18.1,2.4,-3.31,-0.80,2.51,2.4,yes,no,
Tom Cochrane - Washed Away (Remastered).mp3,processed,29.99,29.00,-0.99,-13.0,-15.8,-2.8,0.58,-1.96,-2.54,-2.8,yes,no,
Tom Cochrane - What's In You_.mp3,processed,29.99,29.00,-0.99,-18.4,-15.8,2.6,-3.70,-0.66,3.04,2.6,yes,no,
Tom Collier - Eddie's Pad.mp3,processed,29.99,29.00,-0.99,-21.4,-19.1,2.3,-3.29,-0.97,2.33,2.3,yes,no,
Tom Jobim e Orquestra - Tema Da Desilusao Garôta De Ipanema.mp3,processed,29.99,29.00,-0.99,-18.9,-15.8,3.1,-4.75,-1.77,2.98,3.1,yes,no,
"Tom Jones - Raise Your Hand (Live_ ‘This Is Tom Jones’ TV show, London, 1969-71).mp3",processed,29.99,29.00,-0.99,-17.7,-15.8,1.9,-3.74,-1.74,2.00,1.9,yes,no,
Tom Petty And The Heartbreakers - Christmas All Over Again.mp3,processed,29.99,29.00,-0.99,-14.4,-15.8,-1.4,-0.19,-1.70,-1.51,-1.4,yes,no,
Tom Petty And The Heartbreakers - Mary Jane's Last Dance.mp3,processed,29.99,29.00,-0.99,-17.4,-17.4,-0.1,-0.90,-1.10,-0.20,-0.1,yes,no,
Tomash gee - Bad.mp3,processed,29.99,29.00,-0.99,-13.8,-16.0,-2.2,1.25,-1.07,-2.32,-2.2,yes,no,
Tommy Castro - Sho' Enough.mp3,processed,29.99,29.00,-0.99,-17.5,-18.0,-0.5,-0.48,-0.86,-0.37,-0.5,yes,no,
Tommy James & The Shondells - Crimson & Clover.mp3,processed,29.99,29.00,-0.99,-19.0,-18.3,0.7,-1.70,-1.00,0.70,0.7,yes,no,
Tommy James and The Shondells - Gettin' Together.mp3,processed,29.99,29.00,-0.99,-20.3,-15.8,4.5,-5.55,-0.19,5.35,4.5,yes,no,
Tommy James and The Shondells - I Like the Way.mp3,processed,29.99,29.00,-0.99,-21.0,-16.5,4.4,-5.37,-0.61,4.75,4.4,yes,no,
Tommy Overstreet - If I Miss You Again Tonight.mp3,processed,29.99,29.00,-0.99,-22.1,-18.4,3.7,-4.71,-0.98,3.73,3.7,yes,no,
"Tommy Sands - Bundle Of Dreams, A.mp3",processed,29.99,29.00,-0.99,-12.3,-15.8,-3.5,0.92,-2.01,-2.93,-3.5,yes,no,
Tommy Sands - Goin' Steady.mp3,processed,29.99,29.00,-0.99,-15.9,-15.8,0.0,-1.15,-0.98,0.18,0.0,yes,no,
Tommy Sands - I'm Gonna Walk and Talk with My Lord (From 'Sing Boy Sing').mp3,processed,29.99,29.00,-0.99,-10.8,-15.8,-5.0,-0.09,-4.91,-4.82,-5.0,yes,no,
Tommy Torres - Imparable (duet with Jesse & Joy).mp3,processed,29.99,29.00,-0.99,-12.3,-15.8,-3.5,-0.16,-3.30,-3.14,-3.5,yes,no,
Tommy Torres - Pegadito.mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,-0.32,-1.52,-1.20,-1.5,yes,no,
Tones And I - Dance Monkey.mp3,processed,29.99,29.00,-0.99,-14.9,-15.8,-1.0,-0.22,-0.97,-0.75,-1.0,yes,no,
Tones On Tail - Burning Skies.mp3,processed,29.99,29.00,-0.99,-19.0,-17.4,1.6,-2.68,-0.41,2.28,1.6,yes,no,
Toni Braxton - Best Friend.mp3,processed,29.99,29.00,-0.99,-17.4,-17.3,0.2,-1.30,-1.08,0.22,0.2,yes,no,
Toni Braxton - Christmas In Jamaica (feat. Shaggy).mp3,processed,29.99,29.00,-0.99,-13.5,-15.8,-2.3,1.17,-0.39,-1.56,-2.3,yes,no,
Toni Braxton - He Wasn't Man Enough.mp3,processed,29.99,29.00,-0.99,-11.2,-15.8,-4.6,2.86,-1.34,-4.20,-4.6,yes,no,
Toni Braxton - Let Me Show You The Way (Out).mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.6,1.40,-1.45,-2.85,-2.6,yes,no,
Toni Braxton - Tell Me.mp3,processed,29.99,29.00,-0.99,-14.9,-17.2,-2.3,1.55,-0.67,-2.22,-2.3,yes,no,
Tonic - Where Do I Fit.mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.3,0.35,-2.69,-3.04,-3.3,yes,no,
Tony Joe White - I Want Love (Tween You & Me).mp3,processed,29.99,29.00,-0.99,-20.8,-19.0,1.9,-2.92,-0.97,1.95,1.9,yes,no,
Tony Joe White - Menutha.mp3,processed,29.99,29.00,-0.99,-18.0,-19.0,-1.0,0.04,-0.83,-0.88,-1.0,yes,no,
Tony Joe White - The Coldness of the Chain.mp3,processed,29.99,29.00,-0.99,-23.2,-20.4,2.8,-3.72,-0.97,2.75,2.8,yes,no,
Tony Joe White - Yo Yo Man _ Garter Belt.mp3,processed,29.99,29.00,-0.99,-17.4,-18.2,-0.8,-0.17,-1.01,-0.84,-0.8,yes,no,
Tony Martin - Ebb Tide.mp3,processed,29.99,29.00,-0.99,-26.6,-17.8,8.8,-9.74,-1.08,8.67,8.8,yes,no,
Tony Martin - September Song.mp3,processed,29.99,29.00,-0.99,-22.3,-17.5,4.8,-5.68,-0.94,4.74,4.8,yes,no,
Tony Martin - Where In The World.mp3,processed,29.99,29.00,-0.99,-19.8,-18.5,1.4,-2.62,-1.00,1.62,1.4,yes,no,
Tony Mathews - (Coming With) Loving on My Mind.mp3,processed,29.99,29.00,-0.99,-24.3,-18.7,5.6,-6.64,-0.99,5.66,5.6,yes,no,
Tony Matterhorn - Dutty Wine.mp3,processed,29.99,29.00,-0.99,-11.5,-15.8,-4.3,0.12,-3.48,-3.61,-4.3,yes,no,
Tony Murena - Mambo Italiano.mp3,processed,29.99,29.00,-0.99,-15.7,-15.8,-0.1,-1.66,-1.80,-0.14,-0.1,yes,no,
Tony Tuff - Samething for Breakfast.mp3,processed,29.99,29.00,-0.99,-15.1,-15.8,-0.7,-1.15,-1.53,-0.37,-0.7,yes,no,
Toots & The Maytals - It's You (Reggae Version).mp3,processed,29.99,29.00,-0.99,-14.8,-15.8,-1.0,-1.58,-2.23,-0.64,-1.0,yes,no,
Toots & The Maytals - She Will Never Let Me Down.mp3,processed,29.99,29.00,-0.99,-12.1,-15.8,-3.7,-0.16,-3.65,-3.49,-3.7,yes,no,
Toots Thielemans - Five For Elis.mp3,processed,29.99,29.00,-0.99,-17.1,-16.5,0.6,-1.71,-0.99,0.72,0.6,yes,no,
Toots Thielemans - Le Temps Des Cerises.mp3,processed,29.99,29.00,-0.99,-23.5,-21.6,1.9,-3.03,-1.06,1.97,1.9,yes,no,
Toots Thielemans - Sophisticated Lady.mp3,processed,29.99,29.00,-0.99,-16.0,-16.4,-0.3,-0.62,-0.91,-0.29,-0.3,yes,no,
Toots Thielemans - The Windmills Of Your Mind (Bonjour Michel).mp3,processed,29.99,29.00,-0.99,-22.6,-18.3,4.3,-5.21,-0.94,4.27,4.3,yes,no,
Top Of The Poppers - Money Money Money.mp3,processed,29.99,29.00,-0.99,-16.6,-17.3,-0.6,-0.31,-0.69,-0.38,-0.6,yes,no,
Torcuato Mariano - Black and Blue.mp3,processed,29.99,29.00,-0.99,-19.8,-19.4,0.4,-1.41,-0.99,0.41,0.4,yes,no,
Tori Nance - Love You Never Wanted.mp3,processed,29.99,29.00,-0.99,-12.8,-15.8,-3.0,-0.36,-2.71,-2.35,-3.0,yes,no,
Total Fucking Destruction - Enslaved By Propaganda.mp3,processed,29.99,29.00,-0.99,-11.6,-15.8,-4.2,0.17,-3.47,-3.64,-4.2,yes,no,
Tracy Byrd - Just Let Me Be In Love.mp3,processed,29.99,29.00,-0.99,-14.9,-16.6,-1.6,0.66,-1.01,-1.67,-1.6,yes,no,
Tracy Byrd - Take Me Fishin'.mp3,processed,29.99,29.00,-0.99,-16.0,-16.5,-0.5,-0.44,-0.93,-0.49,-0.5,yes,no,
Tracy Byrd - Walkin' In (Album Version).mp3,processed,29.99,29.00,-0.99,-15.8,-16.3,-0.5,-0.48,-0.60,-0.12,-0.5,yes,no,
Tracy Byrd - Walking To Jerusalem (Single Version).mp3,processed,29.99,29.00,-0.99,-14.7,-15.8,-1.1,-0.37,-1.14,-0.77,-1.1,yes,no,
Trad. Kinderlieder _ Volkslieder - Es Klappert Die Mühle Am Rauschenden Bach (feat. Frederik Pauwa & Die Freibeuter).mp3,processed,29.99,29.00,-0.99,-20.4,-19.7,0.7,-1.73,-1.16,0.57,0.7,yes,no,
Traditionnel - Kolomeyke.mp3,processed,29.99,29.00,-0.99,-19.5,-16.4,3.0,-3.98,-1.04,2.93,3.0,yes,no,
Trafik - Le Beeatch.mp3,processed,29.99,29.00,-0.99,-14.2,-15.8,-1.6,-0.51,-1.87,-1.35,-1.6,yes,no,
Trafik - Salt In NYC.mp3,processed,29.99,29.00,-0.99,-13.9,-15.8,-1.9,0.01,-1.68,-1.69,-1.9,yes,no,
Tram 11 - Superista.mp3,processed,29.99,29.00,-0.99,-14.6,-15.8,-1.2,-0.44,-1.29,-0.85,-1.2,yes,no,
Tranzas - Mientras me quieras.mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,0.27,-1.21,-1.49,-1.8,yes,no,
Tranzas - Serenata.mp3,processed,29.99,29.00,-0.99,-11.9,-15.8,-3.9,0.12,-3.39,-3.50,-3.9,yes,no,
Tresenlesen - Das Gelübde.mp3,processed,29.99,29.00,-0.99,-17.5,-17.7,-0.2,-0.71,-0.89,-0.18,-0.2,yes,no,
Tresenlesen - Rülpsen Sie Eine Hauptstadt.mp3,processed,29.99,29.00,-0.99,-15.2,-16.4,-1.2,0.07,-0.29,-0.36,-1.2,yes,no,
Tri Atma - Ramuka.mp3,processed,29.99,29.00,-0.99,-19.3,-17.7,1.6,-2.56,-0.63,1.93,1.6,yes,no,
Triana Pura - Afonsina y el Mar.mp3,processed,29.99,29.00,-0.99,-19.9,-21.1,-1.2,0.24,-0.87,-1.12,-1.2,yes,no,
Trick Trick - War (Album Version Explicit).mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.7,0.66,-1.32,-1.98,-2.7,yes,no,
Trina - Single Again Remix.mp3,processed,29.99,29.00,-0.99,-17.1,-17.8,-0.7,-0.32,-1.13,-0.81,-0.7,yes,no,
Trivium - The Deceived.mp3,processed,29.99,29.00,-0.99,-10.9,-15.8,-4.8,0.70,-3.49,-4.19,-4.8,yes,no,
Trixie Whitley - Faint Mystery.mp3,processed,29.99,29.00,-0.99,-16.4,-16.4,-0.1,-0.73,-0.82,-0.09,-0.1,yes,no,
Trois Officiel - LE CHOIX.mp3,processed,29.99,29.00,-0.99,-12.8,-15.8,-3.0,-1.00,-3.34,-2.33,-3.0,yes,no,
Truckfighters - Traffic.mp3,processed,29.99,29.00,-0.99,-11.9,-15.8,-3.9,0.48,-2.99,-3.47,-3.9,yes,no,
True Believers - I Worship You.mp3,processed,29.99,29.00,-0.99,-16.7,-16.6,0.1,-1.04,-0.99,0.05,0.1,yes,no,
True Believers - Just Look At the Blessing.mp3,processed,29.99,29.00,-0.99,-13.6,-15.8,-2.2,0.01,-1.87,-1.88,-2.2,yes,no,
True Believers - Turn Around.mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.7,0.68,-1.50,-2.18,-2.7,yes,no,
Tshala Muana - Banda Yango.mp3,processed,29.99,29.00,-0.99,-14.2,-15.8,-1.6,0.58,-0.65,-1.23,-1.6,yes,no,
Tulipunaruusut - Hiekkaa - Polvere.mp3,processed,29.99,29.00,-0.99,-15.3,-15.9,-0.5,-0.42,-0.50,-0.08,-0.5,yes,no,
Tulipunaruusut - Ilta Oulunjoella.mp3,processed,29.99,29.00,-0.99,-20.4,-17.7,2.7,-3.74,-1.03,2.71,2.7,yes,no,
Tullycraft - Bee Sting Stings.mp3,processed,29.99,29.00,-0.99,-14.6,-15.8,-1.2,-0.33,-1.07,-0.75,-1.2,yes,no,
Tullycraft - Loveless.mp3,processed,29.99,29.00,-0.99,-20.6,-15.8,4.8,-6.22,-1.10,5.12,4.8,yes,no,
Tum Tum - She's A Go.mp3,processed,29.99,29.00,-0.99,-11.6,-15.8,-4.2,0.54,-2.76,-3.30,-4.2,yes,no,
Tum Tum - Show Time.mp3,processed,29.99,29.00,-0.99,-11.7,-15.8,-4.0,0.68,-3.14,-3.82,-4.0,yes,no,
Tunsi - Standin In.mp3,processed,29.99,29.00,-0.99,-13.3,-15.8,-2.5,0.33,-1.62,-1.95,-2.5,yes,no,
Tunsi - The Paper Remix.mp3,processed,29.99,29.00,-0.99,-13.0,-15.8,-2.8,0.32,-2.07,-2.39,-2.8,yes,no,
Turibio Santos - Dengoso.mp3,processed,29.99,29.00,-0.99,-15.1,-15.8,-0.7,-0.77,-1.54,-0.78,-0.7,yes,no,
Turisas - Sahti Waari.mp3,processed,29.99,29.00,-0.99,-14.1,-15.8,-1.7,-0.09,-1.15,-1.06,-1.7,yes,no,
Tuxedomoon - A Home Away.mp3,processed,29.99,29.00,-0.99,-14.7,-15.8,-1.1,-0.37,-1.15,-0.79,-1.1,yes,no,
Tweeterfriendly Music - Drop of Rain.mp3,processed,29.99,29.00,-0.99,-14.4,-15.8,-1.4,-0.70,-2.14,-1.43,-1.4,yes,no,
Twenty 4 Seven - Take Your Chance.mp3,processed,29.99,29.00,-0.99,-17.8,-17.4,0.4,-1.35,-0.92,0.44,0.4,yes,no,
Twenty 4 Seven - You Gotta Be Safe.mp3,processed,29.99,29.00,-0.99,-15.6,-15.8,-0.1,-1.13,-0.98,0.15,-0.1,yes,no,
Twila Paris - I'll See You Sunday.mp3,processed,29.99,29.00,-0.99,-23.0,-20.9,2.1,-3.07,-1.17,1.90,2.1,yes,no,
Twila Paris - Perfect Peace.mp3,processed,29.99,29.00,-0.99,-18.0,-17.4,0.6,-1.42,-0.82,0.60,0.6,yes,no,
Twin Atlantic - What Is Light_ Where Is Laughter_ (Acoustic Version).mp3,processed,29.99,29.00,-0.99,-11.2,-15.8,-4.6,-0.15,-4.07,-3.92,-4.6,yes,no,
Twinkle Brothers - I Won't Lie.mp3,processed,29.99,29.00,-0.99,-19.8,-19.3,0.5,-1.46,-0.96,0.50,0.5,yes,no,
Twinkle Brothers - It Gwine Dreada.mp3,processed,29.99,29.00,-0.99,-21.1,-19.2,1.9,-2.89,-0.81,2.08,1.9,yes,no,
Twinkle Brothers - Natty Dread Up Town.mp3,processed,29.99,29.00,-0.99,-19.3,-18.3,1.0,-1.99,-1.02,0.98,1.0,yes,no,
Twinkle Brothers - Under World Dub.mp3,processed,29.99,29.00,-0.99,-19.7,-20.5,-0.8,-0.08,-0.20,-0.11,-0.8,yes,no,
Twista - Had to Call (feat. Snoop Dogg & Sleepy Eyed Jones).mp3,processed,29.99,29.00,-0.99,-13.1,-15.8,-2.7,1.34,-1.33,-2.67,-2.7,yes,no,
Two Man Advantage - Pass The Puck.mp3,processed,29.05,29.00,-0.05,-11.4,-15.8,-4.4,-0.11,-4.01,-3.90,-4.4,no,no,
Two Man Advantage - The Sweep.mp3,processed,29.88,29.00,-0.88,-13.0,-15.8,-2.7,-0.19,-2.76,-2.57,-2.7,yes,no,
Ty Herndon - A Man Holdin' On (To a Woman Lettin' Go).mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,0.36,-1.19,-1.56,-1.8,yes,no,
Type O Negative - Black No. 1 (Little Miss Scare All) (Live).mp3,processed,29.99,29.00,-0.99,-14.6,-15.8,-1.2,-0.58,-1.54,-0.97,-1.2,yes,no,
Tyree - My M.B. Thang.mp3,processed,29.99,29.00,-0.99,-12.8,-15.8,-3.0,0.33,-2.01,-2.33,-3.0,yes,no,
Tyrone Davis - Cheatin' In the Next Room.mp3,processed,29.99,29.00,-0.99,-16.9,-17.4,-0.5,-0.58,-0.56,0.01,-0.5,yes,no,
Tyrone Davis - I Can't Help Myself.mp3,processed,29.99,29.00,-0.99,-17.5,-17.3,0.2,-1.25,-0.55,0.70,0.2,yes,no,
Tyrone Davis - Ooh la La.mp3,processed,29.99,29.00,-0.99,-17.7,-17.8,-0.1,-0.81,-0.67,0.15,-0.1,yes,no,
Tyrone Davis - Sugar Daddy.mp3,processed,29.99,29.00,-0.99,-16.1,-16.2,-0.1,-0.89,-0.80,0.09,-0.1,yes,no,
Tyrone Taylor - Got to Make Me Love You.mp3,processed,29.99,29.00,-0.99,-16.1,-15.8,0.3,-1.87,-1.21,0.66,0.3,yes,no,
Tyrone Taylor - Happiness Is Loving You.mp3,processed,29.99,29.00,-0.99,-15.3,-15.8,-0.5,-2.24,-2.33,-0.09,-0.5,yes,no,
Tyrone Taylor - Heavy Waist Line.mp3,processed,29.99,29.00,-0.99,-15.2,-17.0,-1.9,0.82,-0.95,-1.77,-1.9,yes,no,
Tyrone Taylor - I'm a Believer.mp3,processed,29.99,29.00,-0.99,-14.0,-15.8,-1.8,0.77,-0.82,-1.59,-1.8,yes,no,
Tyrone Taylor - Members Only.mp3,processed,29.99,29.00,-0.99,-11.3,-15.8,-4.5,0.56,-3.57,-4.13,-4.5,yes,no,
Tyrone Taylor - Midnight Hour.mp3,processed,29.99,29.00,-0.99,-18.7,-19.3,-0.7,-0.33,-0.46,-0.13,-0.7,yes,no,
Tyrone Taylor - True Love.mp3,processed,29.99,29.00,-0.99,-13.2,-15.8,-2.6,0.02,-1.60,-1.62,-2.6,yes,no,
Tyrone Wells - Baby Don't You Change.mp3,processed,29.99,29.00,-0.99,-16.4,-16.7,-0.3,-0.50,-0.61,-0.11,-0.3,yes,no,
Tyrone Wells - Need (Album Version).mp3,processed,29.99,29.00,-0.99,-13.9,-15.8,-1.9,0.29,-1.67,-1.96,-1.9,yes,no,
"U.K. Subs - Fear of Girls (Live in Croatia, 1993).mp3",processed,29.99,29.00,-0.99,-21.5,-18.9,2.6,-3.52,-1.10,2.42,2.6,yes,no,
"U.K. Subs - Warhead (Live in Croatia, 1993).mp3",processed,29.99,29.00,-0.99,-22.7,-17.6,5.1,-6.09,-1.36,4.73,5.1,yes,no,
U2 - FEZ _ Being Born.mp3,processed,29.99,29.00,-0.99,-16.0,-16.8,-0.8,-0.35,-0.61,-0.26,-0.8,yes,no,
U2 - Kite (Live From Sydney).mp3,processed,29.99,29.00,-0.99,-16.7,-16.9,-0.1,-0.86,-0.66,0.20,-0.1,yes,no,
U2 - New York.mp3,processed,29.99,29.00,-0.99,-19.5,-17.7,1.8,-2.72,-0.86,1.85,1.8,yes,no,
U2 - October (Remastered 2008).mp3,processed,29.99,29.00,-0.99,-27.1,-22.3,4.8,-5.73,-1.01,4.72,4.8,yes,no,
U2 - Vertigo.mp3,processed,29.99,29.00,-0.99,-10.8,-15.8,-5.0,1.29,-3.79,-5.09,-5.0,yes,no,
U2 - _40_ (Live).mp3,processed,29.99,29.00,-0.99,-15.5,-16.1,-0.6,-0.28,-0.92,-0.64,-0.6,yes,no,
"UFO - Chains Chains (Live at the Hammersmith Odeon, 15 April 1983).mp3",processed,30.01,29.00,-1.01,-16.0,-16.4,-0.4,-0.56,-1.34,-0.78,-0.4,yes,no,
UFO - Cherry (Live).mp3,processed,30.01,29.00,-1.01,-14.0,-15.8,-1.8,-0.30,-1.77,-1.46,-1.8,yes,no,
"UFO - Out In The Street (Live in Cleveland, Ohio 16_10_78).mp3",processed,29.99,29.00,-0.99,-19.2,-19.5,-0.3,-0.62,-1.44,-0.83,-0.3,yes,no,
UFO - Out in the Street (2007 Remaster).mp3,processed,30.01,29.00,-1.01,-15.5,-16.2,-0.8,-0.46,-0.91,-0.45,-0.8,yes,no,
"UFO - Shoot Shoot (Live in Cincinnati, 1995).mp3",processed,29.99,29.00,-0.99,-14.2,-15.8,-1.6,-0.38,-1.63,-1.25,-1.6,yes,no,
UK Subs - Crash Course.mp3,processed,29.99,29.00,-0.99,-15.1,-16.6,-1.5,0.56,-0.96,-1.53,-1.5,yes,no,
UK Subs - SK8 Tough.mp3,processed,29.99,29.00,-0.99,-13.7,-15.8,-2.1,-1.02,-2.91,-1.90,-2.1,yes,no,
UK Subs - Tomorrows Girls (Live).mp3,processed,29.99,29.00,-0.99,-13.3,-15.8,-2.5,-0.23,-2.36,-2.13,-2.5,yes,no,
UKW - Allein.mp3,processed,29.99,29.00,-0.99,-13.9,-15.8,-1.9,0.57,-1.50,-2.07,-1.9,yes,no,
UKW - Einmal reich.mp3,processed,29.99,29.00,-0.99,-13.6,-15.8,-2.1,0.51,-1.89,-2.40,-2.1,yes,no,
UKW - Ich Will (Patitu).mp3,processed,29.99,29.00,-0.99,-12.8,-15.8,-3.0,-0.03,-2.48,-2.45,-3.0,yes,no,
UMAN - People of Cloud Nine.mp3,processed,29.99,29.00,-0.99,-22.5,-19.4,3.1,-4.04,-0.70,3.34,3.1,yes,no,
UMAN - The Way to Peace.mp3,processed,29.99,29.00,-0.99,-25.6,-20.3,5.3,-6.53,-0.95,5.58,5.3,yes,no,
US Coast Guard Band - Fanfare For Freedom.mp3,processed,29.99,29.00,-0.99,-23.4,-20.5,2.8,-3.69,-1.11,2.57,2.8,yes,no,
USHER - Hey Daddy (Daddy's Home).mp3,processed,29.99,29.00,-0.99,-11.6,-15.8,-4.2,0.31,-3.24,-3.55,-4.2,yes,no,
USHER - I Need Love.mp3,processed,29.99,29.00,-0.99,-22.8,-23.5,-0.7,-0.31,-0.68,-0.37,-0.7,yes,no,
USHER - I'll Show You Love.mp3,processed,29.99,29.00,-0.99,-15.4,-16.7,-1.4,0.38,-0.32,-0.70,-1.4,yes,no,
USHER - Mother's Luv.mp3,processed,29.99,29.00,-0.99,-18.9,-16.1,2.7,-3.67,-0.50,3.18,2.7,yes,no,
USHER - Moving Mountains.mp3,processed,29.99,29.00,-0.99,-13.2,-16.2,-3.0,2.02,-0.48,-2.50,-3.0,yes,no,
USHER - Only Human.mp3,processed,29.99,29.00,-0.99,-15.0,-15.8,-0.8,-0.17,-0.95,-0.78,-0.8,yes,no,
USHER - Pianolude.mp3,processed,29.99,29.00,-0.99,-26.0,-26.4,-0.3,-0.55,-1.00,-0.45,-0.3,yes,no,
USHER - Trading Places.mp3,processed,29.99,29.00,-0.99,-13.8,-16.0,-2.2,1.13,-1.03,-2.16,-2.2,yes,no,
Udo Jürgens - Engel der Melancholie.mp3,processed,29.99,29.00,-0.99,-17.3,-17.6,-0.4,-0.55,-0.72,-0.17,-0.4,yes,no,
Ultimate Fakebook - Brokÿn Nëedle (Album Version).mp3,processed,29.99,29.00,-0.99,-11.3,-15.8,-4.5,1.72,-2.70,-4.42,-4.5,yes,no,
Ultimate Fakebook - Soaked In Cinnamon (Album Version).mp3,processed,29.99,29.00,-0.99,-12.5,-15.8,-3.3,2.04,-0.89,-2.93,-3.3,yes,no,
Ultraviolence - I Destructor (Lenny Dee Mix).mp3,processed,29.99,29.00,-0.99,-11.7,-15.8,-4.1,-0.36,-4.14,-3.78,-4.1,yes,no,
Ultraviolence - Murder Academy.mp3,processed,29.99,29.00,-0.99,-16.2,-16.2,-0.0,-0.99,-1.31,-0.32,-0.0,yes,no,
Ultraviolence - Stars (GROWTH Ultraviolence Mix).mp3,processed,29.99,29.00,-0.99,-10.4,-15.8,-5.3,0.30,-3.87,-4.17,-5.3,yes,no,
Ulytau - Winter (Four Seasons).mp3,processed,30.01,29.00,-1.01,-12.4,-15.8,-3.4,0.02,-2.85,-2.87,-3.4,yes,no,
Uman - On Fait Ce Qu'on Peut.mp3,processed,29.99,29.00,-0.99,-14.3,-15.8,-1.5,0.07,-1.54,-1.61,-1.5,yes,no,
Unearth - Crow Killer.mp3,processed,29.99,29.00,-0.99,-12.4,-15.8,-3.4,0.53,-2.59,-3.12,-3.4,yes,no,
Unearth - Fuel the Fire.mp3,processed,29.99,29.00,-0.99,-12.1,-15.8,-3.7,-0.52,-3.63,-3.11,-3.7,yes,no,
Unison - Girls Make My Hair Loose.mp3,processed,29.99,29.00,-0.99,-18.4,-16.8,1.6,-2.60,-0.89,1.71,1.6,yes,no,
Unkle Bob - What Do I Know.mp3,processed,29.96,29.00,-0.96,-13.2,-15.8,-2.6,-0.18,-2.86,-2.68,-2.6,yes,no,
Unwritten Law - Superman (Album Version).mp3,processed,29.99,29.00,-0.99,-12.9,-15.8,-2.9,0.34,-1.77,-2.11,-2.9,yes,no,
Uphill Battle - Climate Control.mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-1.9,-0.61,-2.08,-1.46,-1.9,yes,no,
Uphill Battle - Memory.mp3,processed,29.99,29.00,-0.99,-12.0,-15.8,-3.8,-0.41,-3.85,-3.44,-3.8,yes,no,
Uphill Battle - Thresh Hold.mp3,processed,29.99,29.00,-0.99,-8.2,-15.8,-7.5,1.54,-5.18,-6.72,-7.5,yes,no,
Urge Overkill - Crackbabies.mp3,processed,29.99,29.00,-0.99,-13.8,-15.8,-2.0,0.42,-1.34,-1.76,-2.0,yes,no,
Uriah Heep - Falling In Love.mp3,processed,29.99,29.00,-0.99,-18.3,-16.9,1.4,-2.39,-1.06,1.33,1.4,yes,no,
Uriah Heep - Son of a Bitch.mp3,processed,29.99,29.00,-0.99,-16.1,-15.8,0.3,-1.48,-1.32,0.16,0.3,yes,no,
Uriah Heep - Wake the Sleeper (Live).mp3,processed,29.99,29.00,-0.99,-11.3,-15.8,-4.5,-0.12,-3.53,-3.40,-4.5,yes,no,
